onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
6.764	0.033	FIXA	-47.4	-84.2	-45.1	-84.2	0.134	16.038	0.000	5.346
6.797	0.025	ISAC	-44.6	-84.2	-45.3	-73.3	0.617	54.908	19.082	25.687
6.822	0.025	IHPS	-45.3	-73.3	-44.8	-69.0	0.241	28.950	0.000	9.650
6.847	0.158	FIXA	-44.8	-69.0	-42.9	-66.7	0.164	18.354	1.665	3.668
7.006	0.100	ISAC	-42.9	-67.3	-40.3	-69.6	0.197	23.616	2.674	6.566
7.106	0.025	IHPS	-40.3	-69.6	-40.1	-69.6	0.009	1.025	0.000	0.342
7.156	0.042	ISAC	-42.8	-63.1	-41.5	-72.1	0.509	62.136	3.379	15.115
7.198	0.042	FIXA	-41.5	-72.1	-41.5	-71.6	0.029	3.534	0.035	0.930
7.239	0.058	ISAC	-41.5	-71.9	-93.0	-62.2	2.950	107.449	57.678	51.988
7.298	0.083	FIXA	-93.0	-62.7	-97.9	-69.7	0.476	29.454	0.263	6.131
7.590	0.217	SACC	354.9	13.9	-61.4	-71.9	24.475	435.190	61.949	144.446
7.807	0.017	LPSO	-61.4	-70.2	-58.9	-68.7	0.162	19.464	15.358	15.358
7.823	0.292	FIXA	-58.1	-66.9	-53.3	-76.8	0.616	46.320	1.861	4.929
8.257	0.100	PURS	443.8	94.5	465.7	51.4	2.014	137.083	37.260	43.302
8.357	0.142	SACC	465.1	51.4	-60.2	-60.2	30.207	449.546	223.411	214.915
8.499	0.025	HPSO	-60.2	-60.2	-53.4	-61.8	0.397	32.975	16.880	16.618
8.524	0.108	FIXA	-51.4	-62.6	-47.7	-61.1	0.220	14.511	2.787	3.599
8.632	0.167	PURS	-47.1	-61.2	-45.9	-70.5	0.531	16.391	2.748	4.048
8.799	0.150	FIXA	-45.9	-70.5	-45.5	-63.7	0.383	12.022	1.662	3.192
8.949	0.017	ISAC	-45.5	-65.1	-45.0	-72.7	0.428	51.264	30.335	30.335
8.966	0.025	ILPS	-45.0	-72.9	-45.3	-75.8	0.168	17.852	2.285	7.158
8.991	0.083	FIXA	-46.8	-75.8	-55.6	-73.7	0.507	44.694	4.392	9.543
9.074	0.058	SACC	-55.6	-75.6	-156.9	-80.6	5.709	192.049	106.965	101.007
9.133	0.167	FIXA	-156.9	-80.6	-144.7	-79.6	0.691	11.549	2.963	4.711
9.299	0.050	SACC	-139.0	-80.2	0.4	-75.5	7.848	327.271	157.116	164.569
9.349	0.183	FIXA	0.4	-75.5	-4.7	-70.8	0.392	30.673	8.105	9.373
9.533	0.175	SACC	-1.8	-69.4	493.0	34.2	28.434	285.879	193.689	173.289
9.708	0.025	HPSO	491.7	34.4	462.5	32.4	1.649	186.971	17.159	70.953
9.733	0.042	FIXA	447.6	26.7	440.9	19.3	0.563	107.429	3.142	35.343
9.775	0.125	SACC	435.5	22.3	-137.0	-88.7	32.802	472.734	260.314	267.350
9.900	0.234	FIXA	-137.0	-88.7	-120.2	-88.2	0.948	42.318	1.095	5.989
10.133	0.017	ISAC	-120.0	-87.4	-117.0	-86.9	0.172	20.612	13.264	13.264
10.150	0.083	FIXA	-116.9	-86.8	-115.6	-83.9	0.180	5.908	1.832	2.547
10.234	0.083	SACC	-114.4	-83.9	74.9	-73.2	10.663	242.000	155.404	134.839
10.317	0.025	HPSO	74.9	-73.2	71.9	-78.8	0.356	42.688	0.000	14.229
10.342	0.183	PURS	71.9	-66.4	-2.3	-58.4	4.200	195.957	17.467	44.460
10.525	0.158	SACC	-3.0	-58.4	358.8	7.6	20.688	308.055	153.203	141.838
10.684	0.058	FIXA	358.5	7.6	357.2	7.7	0.072	9.276	2.303	2.970
10.742	0.108	SACC	356.0	7.7	-81.2	-82.1	25.103	380.310	265.134	234.747
10.851	0.025	LPSO	-81.2	-82.1	-76.1	-81.6	0.288	19.227	15.357	11.528
10.876	0.250	FIXA	-75.0	-81.6	-72.2	-81.6	0.154	7.686	0.948	1.878
11.126	0.075	SACC	-72.2	-81.0	-154.5	-92.8	4.679	198.373	44.926	66.699
11.201	0.142	FIXA	-154.5	-92.8	-149.8	-93.1	0.268	17.652	2.812	3.629
11.343	0.042	SACC	-148.6	-92.7	-21.1	-71.3	7.274	291.862	172.691	177.375
11.384	0.317	FIXA	-21.1	-71.3	-19.8	-68.2	0.189	11.527	2.044	2.957
11.701	0.050	ISAC	-19.8	-67.8	-15.0	-78.0	0.638	38.915	16.586	18.668
11.751	0.125	FIXA	-15.0	-78.0	-16.4	-79.4	0.109	31.629	1.863	4.460
12.052	0.183	PURS	-482.2	-45.7	-423.9	-56.2	3.644	88.531	23.675	29.700
12.235	0.117	SACC	-423.5	-55.6	37.7	-61.1	25.943	506.099	212.682	223.807
12.352	0.083	FIXA	37.7	-61.1	36.9	-57.3	0.221	14.150	2.081	4.628
12.435	0.225	PURS	37.2	-57.3	47.2	-57.4	0.560	8.243	2.702	3.123
12.661	0.075	SACC	47.2	-56.7	-84.5	-74.9	7.479	241.764	110.299	109.106
12.736	0.209	FIXA	-84.2	-74.9	-81.3	-77.6	0.218	13.163	2.437	2.838
12.944	0.075	SACC	-82.4	-78.1	51.9	-76.4	7.554	235.983	117.552	103.875
13.019	0.175	FIXA	51.9	-76.4	50.3	-75.7	0.098	13.610	1.968	2.851
13.194	0.058	SACC	48.5	-75.7	-81.4	-78.2	7.303	194.922	159.547	128.006
13.253	0.025	LPSO	-81.4	-78.2	-79.9	-81.0	0.178	19.054	9.523	9.526
13.278	0.150	FIXA	-79.9	-81.0	-78.6	-82.7	0.120	5.751	1.792	1.711
13.428	0.125	SACC	-78.6	-83.6	288.8	-21.9	20.958	308.067	176.893	172.931
13.553	0.025	LPSO	288.8	-23.6	286.2	-26.0	0.197	20.672	11.465	12.159
13.578	0.050	FIXA	286.2	-26.0	285.4	-27.7	0.110	9.720	1.074	2.902
13.628	0.100	SACC	285.1	-27.7	-82.2	-77.3	20.848	337.056	226.851	210.407
13.728	0.092	FIXA	-82.2	-77.3	-79.9	-79.1	0.163	5.999	2.294	2.806
13.820	0.150	PURS	-79.8	-79.1	-76.2	-80.9	0.225	13.302	1.541	2.305
13.970	0.142	FIXA	-76.1	-80.8	-82.9	-83.3	0.406	33.886	2.392	4.800
14.262	0.133	FIXA	419.8	69.4	433.0	51.7	0.611	107.590	14.001	22.382
14.395	0.117	SACC	433.0	51.8	-81.8	-72.2	29.785	452.980	264.439	260.379
14.512	0.025	LPSO	-81.8	-72.2	-81.0	-77.1	0.280	18.686	15.378	11.355
14.537	0.367	FIXA	-79.6	-78.1	-54.2	-79.3	1.431	122.043	1.671	8.106
15.021	0.209	SACC	255.2	73.4	-92.9	-81.8	22.067	384.350	84.879	129.994
15.229	0.025	HPSO	-92.5	-81.8	-88.4	-82.0	0.228	17.101	10.254	10.107
15.254	0.167	FIXA	-88.4	-82.0	-85.4	-80.9	0.183	18.144	0.940	2.979
15.421	0.175	PURS	-85.4	-80.9	-95.6	-94.0	0.937	46.365	1.186	6.394
15.705	0.509	FIXA	-109.0	-73.7	-109.1	-69.7	0.229	19.088	1.060	2.419
16.214	0.083	SACC	-109.2	-69.6	29.1	-59.0	7.805	226.639	99.651	102.078
16.297	0.025	LPSO	29.1	-58.8	27.0	-58.8	0.118	13.901	1.447	5.198
16.322	0.100	FIXA	25.7	-58.2	24.8	-53.4	0.271	10.170	1.202	3.684
16.422	0.083	SACC	25.0	-53.4	-140.7	-72.9	9.384	255.718	117.518	114.021
16.505	0.025	HPSO	-140.7	-72.9	-135.6	-72.5	0.287	25.697	9.049	11.582
16.530	0.142	FIXA	-135.6	-70.1	-131.3	-71.3	0.249	19.803	1.426	4.077
16.672	0.067	ISAC	-131.4	-71.9	-61.5	-78.1	3.950	181.595	26.715	63.387
16.739	0.192	FIXA	-61.5	-78.1	-61.8	-78.2	0.018	5.527	1.922	1.902
16.931	0.025	ISAC	-61.8	-77.1	-66.1	-77.1	0.241	28.931	7.548	12.160
16.956	0.117	FIXA	-66.1	-76.9	-64.3	-77.0	0.100	11.466	1.749	2.737
17.073	0.209	PURS	-64.4	-77.6	-60.5	-87.1	0.582	18.078	2.184	3.922
17.281	0.017	ISAC	-60.5	-86.2	-53.6	-72.6	0.860	103.085	54.620	54.620
17.298	0.025	ILPS	-53.1	-72.6	-53.1	-78.8	0.352	27.707	14.554	15.289
17.323	0.033	FIXA	-53.1	-80.1	-60.3	-84.3	0.471	48.896	18.530	21.489
17.423	0.075	FIXA	-140.8	-60.8	-464.0	11.5	17.610	521.967	288.491	297.097
17.598	0.092	FIXA	-499.4	-22.5	-494.7	-18.0	0.303	30.897	2.996	7.000
17.690	0.108	SACC	-493.7	-18.0	-24.7	-66.8	26.527	513.809	287.062	246.410
17.798	0.175	FIXA	-24.7	-66.8	-23.0	-68.8	0.146	10.092	2.675	3.368
17.973	0.259	PURS	-23.1	-68.8	-11.5	-65.7	0.675	9.245	3.557	3.305
18.232	0.017	ISAC	-10.7	-65.7	-4.5	-67.8	0.370	44.318	24.845	24.845
18.249	0.033	FIXA	-4.5	-67.8	-4.5	-66.0	0.100	11.958	0.000	2.989
18.449	0.042	FIXA	-27.0	-33.0	-24.2	-42.2	0.622	77.906	10.946	26.569
18.490	0.300	PURS	-24.2	-42.2	49.4	-52.3	4.179	188.773	5.790	21.470
18.907	0.067	FIXA	59.5	-21.4	46.1	-26.1	0.705	58.319	12.175	19.102
18.974	0.275	PURS	48.6	-25.5	137.2	-81.6	5.896	204.135	16.396	31.530
19.366	0.509	PURS	169.2	-54.7	83.2	-43.2	4.882	139.712	29.164	32.323
19.875	0.042	SACC	74.2	-43.2	9.0	-36.1	3.686	174.948	127.040	111.326
19.917	0.183	PURS	9.0	-36.1	-41.0	-60.3	3.129	115.720	19.643	27.184
20.100	0.100	SACC	-33.6	-70.9	286.2	-12.0	18.290	290.553	204.397	194.120
20.200	0.142	FIXA	287.4	-12.0	285.5	-10.9	0.126	25.536	4.470	7.579
20.342	0.083	SACC	285.5	-9.3	-44.4	-64.2	18.812	356.412	235.041	230.291
20.425	0.075	FIXA	-44.4	-64.4	-38.7	-61.8	0.356	22.032	4.145	6.321
20.500	0.292	PURS	-38.7	-61.8	-45.8	-84.0	1.312	78.523	2.062	7.530
20.951	0.209	SACC	-103.3	-64.3	528.1	58.7	36.157	285.667	226.532	189.351
21.159	0.025	HPSO	528.1	58.7	535.5	43.0	0.976	79.408	43.974	41.128
21.184	0.100	FIXA	538.5	43.0	510.7	50.0	1.611	114.920	10.222	18.559
21.284	0.133	SACC	510.9	50.1	-56.8	-58.4	32.515	477.696	263.221	250.263
21.418	0.025	HPSO	-56.8	-58.4	-50.6	-64.1	0.477	28.873	28.582	19.152
21.443	0.475	FIXA	-49.7	-66.8	-47.9	-70.9	0.253	18.993	1.608	2.801
21.918	0.025	ISAC	-47.9	-71.3	-46.3	-74.9	0.223	22.966	3.755	9.753
21.943	0.142	FIXA	-46.3	-75.1	-48.0	-72.7	0.163	3.933	1.167	1.597
22.085	0.092	SACC	-48.2	-72.7	99.1	-51.7	8.369	381.566	71.948	95.949
22.177	0.108	FIXA	99.9	-50.2	98.9	-49.0	0.089	11.956	3.132	3.739
22.285	0.100	SACC	98.6	-48.2	-138.4	-77.1	13.433	300.847	153.406	137.052
22.385	0.067	FIXA	-138.4	-77.1	-133.0	-77.8	0.309	11.858	5.066	6.047
22.452	0.250	PURS	-133.0	-77.8	-125.3	-77.7	0.434	27.027	1.700	3.972
22.702	0.083	SACC	-124.8	-77.2	32.4	-45.1	9.022	326.054	84.290	118.140
22.786	0.025	HPSO	32.4	-45.1	38.1	-62.9	1.049	71.476	59.517	43.664
22.811	0.158	PURS	38.1	-63.9	26.7	-42.6	1.360	144.210	2.040	9.640
22.969	0.067	SACC	26.3	-42.7	-124.4	-69.9	8.616	252.182	155.814	135.729
23.036	0.025	HPSO	-124.4	-69.9	-118.9	-65.8	0.390	38.551	19.525	19.359
23.061	0.158	FIXA	-118.9	-65.8	-116.6	-65.4	0.128	14.543	0.333	2.057
23.219	0.050	ISAC	-116.6	-65.5	-53.1	-84.1	3.724	253.613	39.791	79.964
23.269	0.025	IHPS	-53.1	-84.1	-52.7	-74.5	0.538	39.629	24.862	21.497
23.294	0.150	FIXA	-52.7	-74.5	-56.0	-77.7	0.258	13.066	0.332	2.422
23.445	0.067	ISAC	-56.0	-77.4	-113.4	-73.5	3.235	142.365	9.141	49.681
23.511	0.025	IHPS	-113.5	-73.3	-114.1	-73.0	0.038	4.087	1.983	2.488
23.536	0.067	FIXA	-114.8	-73.0	-114.6	-73.3	0.020	7.696	2.268	2.812
23.603	0.025	ISAC	-114.6	-73.4	-116.5	-75.2	0.150	13.299	9.035	7.673
23.628	0.025	IHPS	-116.5	-75.2	-119.0	-74.3	0.147	16.808	3.382	6.730
23.653	0.058	FIXA	-119.0	-73.1	-117.6	-74.0	0.090	9.061	2.104	3.387
23.711	0.183	SACC	-117.6	-76.2	-126.8	-62.9	0.911	226.887	106.967	107.069
23.895	0.017	LPSO	-125.5	-62.9	-121.6	-63.4	0.218	26.114	17.612	17.612
23.912	0.158	FIXA	-121.0	-63.4	-116.0	-60.5	0.327	21.522	2.602	3.705
24.070	0.192	SACC	-116.0	-61.5	405.2	83.4	30.429	444.030	205.969	182.328
24.262	0.025	HPSO	402.8	83.6	388.1	81.6	0.834	99.095	16.350	42.890
24.287	0.092	FIXA	388.1	81.6	395.3	70.8	0.732	94.420	1.770	15.536
24.379	0.117	SACC	395.5	70.8	-107.2	-51.6	29.102	451.041	283.443	256.909
24.495	0.017	HPSO	-107.2	-52.6	-104.3	-55.9	0.245	29.367	17.873	17.873
24.512	0.634	FIXA	-104.3	-55.9	-95.0	-63.1	0.665	29.010	1.400	2.389
25.146	0.083	ISAC	-95.3	-63.3	-109.2	-71.5	0.909	65.549	3.862	17.597
25.229	0.017	IHPS	-109.2	-71.5	-111.0	-74.1	0.173	20.766	10.383	10.383
25.246	0.192	FIXA	-111.0	-74.5	-107.9	-76.3	0.201	9.520	2.374	2.863
25.438	0.158	SACC	-107.9	-76.0	255.0	35.1	21.349	294.712	155.539	139.741
25.596	0.025	HPSO	255.0	35.1	255.7	24.6	0.594	44.567	26.788	23.785
25.621	0.075	PURS	255.7	23.6	248.5	14.5	0.651	86.352	2.771	12.258
25.696	0.133	SACC	249.5	14.5	-126.0	-43.7	21.374	354.507	214.849	163.225
25.830	0.025	HPSO	-126.0	-43.9	-120.0	-43.9	0.334	36.333	3.717	13.815
25.855	0.133	FIXA	-120.0	-45.9	-113.8	-54.4	0.590	31.785	4.154	7.781
25.988	0.050	SACC	-113.8	-56.4	0.9	-68.8	6.489	259.780	152.084	135.571
26.038	0.417	FIXA	0.9	-67.7	-1.1	-67.7	0.111	12.803	1.849	2.493
26.455	0.075	ISAC	-1.0	-67.7	-41.0	-84.2	2.433	118.661	22.785	35.153
26.530	0.183	FIXA	-41.0	-84.2	-32.9	-81.4	0.480	14.474	2.941	4.690
26.714	0.108	ISAC	-33.0	-82.7	-0.5	-61.8	2.177	155.566	8.661	28.178
26.822	0.250	PURS	-0.5	-61.8	-410.3	37.4	23.719	509.772	11.406	99.404
27.156	0.058	FIXA	-465.6	21.1	-394.4	20.0	2.150	222.660	67.131	80.707
27.214	0.125	SACC	-394.4	20.2	-1.2	-69.7	22.688	457.595	189.487	191.251
27.339	0.217	FIXA	-1.2	-69.8	1.0	-67.1	0.195	8.326	1.529	2.380
27.556	0.017	ISAC	1.1	-67.1	2.4	-74.9	0.444	53.209	27.193	27.193
27.573	0.033	FIXA	2.4	-74.9	1.4	-68.4	0.367	43.173	1.524	11.555
27.606	0.108	SACC	1.4	-67.3	247.3	-20.1	14.082	231.086	135.821	137.274
27.715	0.025	HPSO	247.3	-20.0	235.2	-12.0	0.817	72.238	43.650	39.060
27.740	0.083	FIXA	232.9	-12.0	217.6	-13.7	0.869	51.948	4.403	12.883
27.823	0.092	SACC	217.6	-13.5	-21.0	-72.2	13.822	309.979	153.923	152.996
27.915	0.025	HPSO	-21.0	-72.2	-17.2	-68.2	0.314	20.906	16.983	12.629
27.940	0.167	FIXA	-15.2	-68.2	-11.5	-67.0	0.221	14.881	1.415	2.919
28.107	0.242	SACC	-11.2	-67.0	561.0	43.2	32.780	300.031	143.352	146.974
28.349	0.025	HPSO	561.0	43.2	545.3	36.9	0.954	99.243	15.289	38.177
28.374	0.050	FIXA	542.4	30.1	533.8	32.4	0.503	65.949	14.955	25.739
28.424	0.142	SACC	531.8	32.4	-29.7	-66.9	32.078	837.428	146.314	230.581
28.565	0.017	HPSO	-29.7	-66.9	-24.4	-65.1	0.319	38.198	19.099	19.099
28.582	0.075	FIXA	-23.4	-65.1	-20.6	-65.5	0.160	13.925	3.531	4.327
28.657	0.209	PURS	-20.9	-65.5	-13.6	-64.7	0.411	14.457	1.600	3.028
28.866	0.092	FIXA	-13.6	-64.3	-13.0	-68.1	0.218	24.197	2.709	4.863
28.957	0.067	ISAC	-12.9	-68.1	43.4	-65.1	3.169	123.331	44.217	53.758
29.024	0.017	ILPS	42.3	-65.1	41.9	-62.0	0.176	21.103	14.189	14.189
29.041	0.050	FIXA	41.9	-61.1	41.5	-56.9	0.235	13.219	4.102	5.774
29.091	0.150	PURS	41.5	-57.1	92.2	-75.0	3.025	162.519	2.433	25.522
29.408	0.075	PURS	513.8	48.3	498.4	45.4	0.545	61.070	3.848	17.349
29.483	0.167	SACC	496.9	45.4	9.0	-32.4	27.793	463.644	144.874	177.515
29.650	0.209	FIXA	9.0	-32.4	18.4	-34.8	0.547	17.564	2.272	4.510
29.858	0.050	ISAC	18.6	-35.7	19.0	-49.4	0.773	72.515	7.461	16.461
29.908	0.083	FIXA	19.8	-50.4	23.6	-56.2	0.394	21.689	4.928	7.106
29.992	0.058	SACC	23.9	-55.9	-105.0	-76.2	7.342	221.359	147.289	128.305
30.050	0.200	FIXA	-105.0	-76.2	-95.6	-71.5	0.590	14.733	1.557	3.656
30.250	0.058	SACC	-94.7	-72.8	37.2	-57.7	7.471	291.467	112.700	145.874
30.309	0.025	LPSO	36.9	-57.3	37.1	-54.2	0.177	10.783	10.488	8.232
30.334	0.400	FIXA	38.7	-50.9	35.0	-58.0	0.453	25.228	1.897	5.337
30.734	0.075	SACC	34.9	-58.5	-104.9	-75.0	7.914	212.895	120.257	107.394
30.809	0.025	HPSO	-104.9	-75.0	-99.9	-71.9	0.335	35.683	10.643	15.553
30.834	0.209	FIXA	-99.7	-71.9	-95.0	-73.4	0.277	10.176	2.303	3.292
31.043	0.042	SACC	-94.9	-74.9	4.6	-85.1	5.626	253.735	132.509	141.059
31.084	0.025	HPSO	4.6	-85.1	2.2	-75.9	0.535	62.893	6.102	22.998
31.109	0.142	FIXA	1.5	-75.9	-1.4	-73.7	0.205	17.068	2.027	3.840
31.251	0.217	SACC	-0.8	-73.7	428.6	41.7	25.009	296.247	124.012	122.863
31.468	0.017	LPSO	428.6	41.7	427.7	45.1	0.194	23.246	11.623	11.623
31.501	0.142	SACC	428.6	40.5	-107.8	-90.9	31.067	426.728	247.933	223.771
31.643	0.042	FIXA	-107.8	-90.9	-96.8	-89.8	0.626	29.616	15.387	15.150
31.685	0.175	PURS	-95.3	-91.3	-89.8	-90.0	0.319	14.075	1.626	3.217
31.860	0.050	SACC	-88.6	-88.6	-19.2	-70.2	4.036	167.916	96.132	93.869
31.910	0.042	FIXA	-19.2	-70.2	-20.5	-68.7	0.111	6.165	4.881	3.815
31.952	0.100	PURS	-20.5	-68.7	-72.0	-79.0	2.952	237.935	4.491	36.474
32.302	0.083	SACC	-422.9	17.5	-99.7	-67.1	15.787	375.277	255.740	255.200
32.385	0.025	LPSO	-99.7	-68.9	-107.3	-71.0	0.447	30.320	24.847	22.514
32.410	0.225	FIXA	-107.3	-71.6	-104.8	-76.2	0.294	22.144	2.179	4.449
32.636	0.067	SACC	-103.8	-76.8	57.1	-74.2	9.051	256.470	148.693	137.953
32.702	0.025	LPSO	57.1	-74.2	57.1	-66.3	0.440	51.995	0.739	17.578
32.727	0.083	FIXA	57.1	-65.7	59.3	-61.3	0.281	13.933	5.327	6.585
32.811	0.083	SACC	59.3	-62.9	-85.4	-79.1	8.193	257.315	98.323	100.358
32.894	0.300	PURS	-86.0	-78.9	-411.2	-29.7	18.499	412.305	6.627	68.704
33.428	0.459	PURS	-332.3	-53.0	-34.9	-85.3	13.779	408.399	1.936	40.384
33.887	0.042	FIXA	-34.7	-85.3	-34.2	-86.7	0.081	6.517	1.636	2.383
33.928	0.234	PURS	-34.0	-86.7	-31.3	-99.4	0.729	41.852	1.350	3.469
34.162	0.050	ISAC	-31.2	-99.6	-44.2	-83.0	1.183	114.259	8.470	25.940
34.212	0.025	ILPS	-44.2	-83.0	-44.1	-83.7	0.040	4.776	0.000	1.592
34.237	0.067	FIXA	-44.1	-82.1	-43.6	-81.3	0.055	10.726	1.611	2.769
34.304	0.017	ISAC	-43.6	-81.4	-34.1	-106.0	1.481	177.626	89.182	89.182
34.320	0.050	FIXA	-34.1	-106.0	-48.1	-87.1	1.323	125.708	0.000	30.386
34.570	0.083	FIXA	-413.0	-50.7	-385.3	-49.9	1.558	79.608	16.139	25.612
34.654	0.125	SACC	-383.9	-52.6	-39.7	-89.3	19.471	425.945	130.939	164.158
34.779	0.017	HPSO	-39.7	-89.3	-34.7	-107.8	1.079	129.320	64.660	64.660
34.796	0.092	FIXA	-34.7	-107.8	-36.0	-104.9	0.179	7.665	2.429	2.869
34.887	0.025	ISAC	-36.2	-104.3	-43.2	-84.4	1.190	77.863	64.768	49.003
34.912	0.242	FIXA	-43.3	-84.4	-40.2	-81.0	0.257	7.839	2.473	2.717
35.154	0.058	SACC	-40.2	-83.0	46.1	-65.9	4.951	225.569	57.064	90.056
35.213	0.200	FIXA	46.1	-65.9	41.7	-62.8	0.303	10.909	1.376	2.498
35.413	0.167	SACC	41.7	-62.0	466.6	-19.2	24.023	325.825	171.014	156.453
35.580	0.025	HPSO	466.6	-19.2	478.2	-19.2	0.649	77.806	0.000	25.935
35.605	0.125	FIXA	495.5	-19.2	494.0	-8.8	0.593	116.777	6.176	15.873
35.730	0.117	SACC	492.1	-8.8	-3.3	-71.2	28.090	480.638	231.974	247.368
35.847	0.050	FIXA	-3.3	-71.2	0.6	-69.5	0.236	13.892	2.935	4.857
35.897	0.250	PURS	2.5	-69.5	10.1	-67.5	0.441	13.030	1.695	2.780
36.147	0.133	SACC	10.1	-67.1	205.3	-40.8	11.081	230.919	73.974	89.569
36.280	0.117	FIXA	205.3	-40.8	203.4	-44.4	0.232	7.118	2.065	2.419
