onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
9.162	0.058	FIXA	21.6	-65.2	22.7	-63.1	0.135	6.636	1.423	2.606
9.221	0.250	PURS	22.9	-62.9	27.7	-54.6	0.538	13.694	2.050	3.003
9.471	0.150	SACC	27.7	-53.8	407.1	-17.2	21.441	282.168	158.188	148.241
9.621	0.025	LPSO	407.1	-17.2	401.3	-19.7	0.355	22.616	20.040	14.219
9.663	0.134	SACC	398.9	-18.5	-5.3	-39.8	22.771	388.352	182.112	178.990
9.797	0.017	HPSO	-4.0	-39.8	-2.8	-34.2	0.325	38.917	23.828	23.828
9.813	0.134	FIXA	-1.6	-34.2	4.4	-34.4	0.333	9.778	1.671	3.293
9.947	0.050	ISAC	4.4	-34.3	5.3	-33.7	0.061	4.021	1.635	1.829
9.997	0.159	FIXA	5.3	-33.7	5.8	-33.4	0.031	1.875	0.167	0.297
10.155	0.342	SACC	5.8	-33.4	-23.8	-79.8	3.098	319.565	82.816	96.661
10.498	0.025	HPSO	-23.8	-79.8	-23.8	-75.6	0.237	28.397	0.000	9.466
10.523	0.209	FIXA	-22.5	-74.6	-16.9	-69.4	0.430	23.947	2.553	4.274
10.731	0.134	SACC	-16.9	-69.4	408.6	7.2	24.317	329.594	213.438	184.800
10.865	0.025	LPSO	411.7	7.2	415.9	-0.3	0.486	36.224	31.887	29.667
10.890	0.108	FIXA	420.4	-0.8	418.3	-6.1	0.320	30.630	1.744	7.665
10.998	0.100	SACC	416.3	-5.6	15.8	-33.7	22.581	427.423	269.149	232.333
11.098	0.259	FIXA	16.8	-33.7	26.6	-31.3	0.563	9.166	1.674	2.904
11.357	0.175	SACC	26.7	-30.7	500.0	8.1	26.712	352.431	173.792	162.490
11.532	0.117	FIXA	500.0	8.1	488.7	5.6	0.648	27.100	4.419	6.517
11.649	0.117	SACC	487.4	5.6	6.1	-67.8	27.387	461.646	261.923	243.118
11.766	0.017	LPSO	5.0	-67.8	3.9	-62.3	0.320	38.324	22.788	22.788
11.783	0.192	FIXA	3.9	-62.3	12.1	-54.8	0.621	16.734	3.559	4.596
11.975	0.167	SACC	12.2	-53.3	391.4	-18.9	21.417	312.635	139.828	136.812
12.141	0.025	LPSO	391.4	-18.9	391.4	-22.9	0.224	26.830	0.000	8.943
12.166	0.125	FIXA	388.5	-22.9	388.9	-23.3	0.032	19.191	3.380	4.121
12.292	0.125	SACC	388.6	-23.3	8.4	-37.4	21.403	375.478	201.225	177.535
12.417	0.292	FIXA	8.8	-37.4	12.8	-35.7	0.244	6.732	1.386	2.220
12.709	0.025	ISAC	12.8	-36.6	21.8	-56.4	1.223	140.364	6.463	50.984
12.734	0.067	FIXA	21.8	-56.4	21.3	-55.3	0.065	5.094	1.553	2.099
12.801	0.025	ISAC	21.2	-54.9	12.0	-39.2	1.027	120.826	3.077	42.161
12.826	0.167	FIXA	12.0	-39.2	13.4	-37.0	0.148	5.087	0.559	1.239
12.993	0.117	SACC	13.1	-36.9	303.6	139.7	19.124	397.364	169.540	174.251
13.109	0.025	HPSO	303.6	139.7	307.8	131.7	0.510	35.893	27.447	21.113
13.134	0.159	FIXA	307.8	131.7	305.7	125.0	0.390	13.655	3.860	4.066
13.293	0.083	SACC	304.5	125.0	26.7	-56.9	18.677	443.797	252.269	229.541
13.376	0.025	LPSO	26.7	-56.9	32.4	-54.9	0.338	27.304	13.314	13.539
13.401	0.234	FIXA	33.6	-53.4	39.9	-49.4	0.422	12.998	1.843	3.023
13.635	0.134	SACC	40.2	-49.9	352.7	7.5	17.872	325.034	154.893	145.162
13.769	0.017	LPSO	352.7	7.5	352.7	2.1	0.305	36.566	18.283	18.283
13.785	0.100	FIXA	352.7	2.1	348.1	1.4	0.258	21.147	4.368	5.660
13.885	0.108	SACC	348.0	1.0	2.3	-40.2	19.583	334.799	195.766	184.465
13.994	0.267	PURS	2.3	-40.2	8.5	-66.8	1.536	19.297	7.615	7.363
14.261	0.142	FIXA	8.5	-67.2	8.0	-64.3	0.167	13.056	1.236	2.780
14.403	0.134	SACC	8.3	-67.2	353.9	4.9	19.861	311.091	186.733	155.314
14.536	0.017	LPSO	353.9	4.9	351.0	3.2	0.186	22.248	11.293	11.293
14.553	0.067	FIXA	351.0	3.2	350.2	4.1	0.066	6.359	0.701	1.417
14.620	0.125	SACC	350.2	4.4	-22.5	-82.1	21.520	371.714	204.759	175.298
14.745	0.025	LPSO	-22.5	-81.7	-22.3	-81.1	0.037	3.044	2.815	2.466
14.770	0.058	FIXA	-19.8	-79.9	-18.3	-75.9	0.237	19.007	6.729	8.238
14.828	0.309	PURS	-17.9	-75.5	-10.3	-71.4	0.483	13.710	1.693	2.558
15.137	0.125	SACC	-10.2	-70.9	214.7	-65.8	12.653	229.735	97.686	104.478
15.262	0.017	LPSO	214.7	-65.8	214.7	-64.1	0.095	11.369	5.685	5.685
15.279	0.083	FIXA	214.6	-64.0	213.1	-63.6	0.088	2.407	1.360	1.452
